timestamp,open,high,low,close,volume
2025-01-01 01:12:00,93916.25,93994.55,93916.25,93968.01,3.05501
2025-01-01 01:13:00,93968.01,93981.29,93956.63,93956.64,1.23716
2025-01-01 01:14:00,93956.63,93976.0,93956.63,93961.94,0.93588
2025-01-01 01:15:00,93960.33,93960.33,93887.52,93887.52,2.26984
2025-01-01 01:16:00,93876.62,93876.62,93815.66,93832.0,0.98343
2025-01-01 01:17:00,93830.7,93830.7,93792.01,93801.88,11.51494
2025-01-01 01:18:00,93800.01,93801.37,93800.01,93801.36,0.11183
2025-01-01 01:19:00,93801.36,93831.46,93784.01,93808.99,2.13121
2025-01-01 01:20:00,93788.9,93809.0,93788.9,93802.67,1.11586
2025-01-01 01:21:00,93802.67,93809.0,93796.0,93800.0,0.59869
2025-01-01 01:22:00,93800.01,93800.01,93796.0,93796.01,0.02796
2025-01-01 01:23:00,93796.01,93796.01,93692.81,93692.82,1.08338
2025-01-01 01:24:00,93692.81,93734.86,93676.47,93724.01,1.65035
2025-01-01 01:25:00,93724.0,93757.86,93716.01,93716.02,1.46451
2025-01-01 01:26:00,93704.73,93704.73,93696.09,93696.09,0.1059
2025-01-01 01:27:00,93696.09,93704.41,93676.47,93704.41,1.12149
2025-01-01 01:28:00,93696.0,93696.0,93673.03,93673.03,0.41702
2025-01-01 01:29:00,93672.64,93672.64,93652.17,93652.17,0.34266
2025-01-01 01:30:00,93652.18,93711.99,93652.18,93708.98,2.37294
2025-01-01 01:31:00,93714.48,93800.43,93712.0,93740.38,2.11538
2025-01-01 01:32:00,93732.05,93755.99,93732.05,93744.64,1.10404
2025-01-01 01:33:00,93750.17,93763.11,93736.0,93738.25,0.43075
2025-01-01 01:34:00,93734.86,93795.38,93734.86,93780.01,0.70327
2025-01-01 01:35:00,93773.3,93782.49,93708.0,93708.01,8.90942
2025-01-01 01:36:00,93708.01,93755.79,93708.01,93755.79,0.80605
2025-01-01 01:37:00,93755.79,93758.0,93744.0,93750.0,0.76411
2025-01-01 01:38:00,93750.0,93750.01,93740.0,93740.01,0.28411
2025-01-01 01:39:00,93740.01,93741.32,93724.02,93724.02,0.26275
2025-01-01 01:40:00,93724.01,93748.0,93720.0,93747.99,0.5341
2025-01-01 01:41:00,93745.58,93770.9,93744.01,93756.54,0.53343
2025-01-01 01:42:00,93756.55,93756.55,93752.18,93752.18,0.13172
2025-01-01 01:43:00,93745.9,93772.0,93745.9,93761.67,0.40219
2025-01-01 01:44:00,93761.67,93761.67,93724.55,93724.56,0.21958
2025-01-01 01:45:00,93724.56,93730.69,93724.56,93730.69,0.3684
2025-01-01 01:46:00,93733.61,93752.95,93728.02,93740.86,0.43419
2025-01-01 01:47:00,93743.87,93743.87,93660.0,93660.01,1.02625
2025-01-01 01:48:00,93665.68,93670.9,93628.74,93636.01,1.63511
2025-01-01 01:49:00,93640.11,93673.32,93640.11,93673.32,0.29462
2025-01-01 01:50:00,93673.32,93673.32,93553.78,93553.78,1.68947
2025-01-01 01:51:00,93553.77,93559.27,93500.0,93524.98,2.70555
2025-01-01 01:52:00,93524.98,93528.0,93400.28,93440.0,3.10441
2025-01-01 01:53:00,93447.99,93496.0,93447.98,93495.99,0.26321
2025-01-01 01:54:00,93495.99,93495.99,93428.01,93431.99,0.39669
2025-01-01 01:55:00,93436.0,93450.61,93431.56,93431.85,0.61894
2025-01-01 01:56:00,93429.96,93429.96,93400.0,93406.78,0.71056
2025-01-01 01:57:00,93406.78,93436.0,93406.37,93435.99,0.16239
2025-01-01 01:58:00,93435.99,93439.99,93428.5,93428.5,0.36318
2025-01-01 01:59:00,93428.5,93428.5,93420.01,93425.49,0.14989
2025-01-01 02:00:00,93425.48,93468.0,93400.01,93468.0,0.48678
2025-01-01 02:01:00,93492.01,93500.01,93468.16,93500.0,0.349
2025-01-01 02:02:00,93500.0,93519.84,93480.01,93495.37,0.35385
2025-01-01 02:03:00,93490.19,93593.4,93490.19,93570.37,0.86111
2025-01-01 02:04:00,93591.76,93591.76,93560.01,93561.91,0.1104
2025-01-01 02:05:00,93561.91,93595.99,93560.34,93560.34,0.10276
2025-01-01 02:06:00,93567.1,93583.99,93564.02,93564.1,0.484
2025-01-01 02:07:00,93564.02,93564.02,93516.49,93516.49,0.75517
2025-01-01 02:08:00,93516.49,93567.99,93478.06,93486.28,2.38255
2025-01-01 02:09:00,93488.01,93497.9,93484.04,93493.34,0.51183
2025-01-01 02:10:00,93492.0,93572.68,93481.28,93572.68,30.42516
2025-01-01 02:11:00,93572.69,93627.62,93572.68,93583.5,0.86509
2025-01-01 02:12:00,93583.51,93588.0,93572.0,93572.01,0.50468
2025-01-01 02:13:00,93572.01,93615.99,93572.01,93584.0,2.37132
2025-01-01 02:14:00,93584.01,93616.0,93584.01,93616.0,0.81407
2025-01-01 02:15:00,93619.99,93624.01,93565.05,93578.33,2.2266
2025-01-01 02:16:00,93563.27,93577.65,93563.27,93577.65,0.32948
2025-01-01 02:17:00,93580.28,93599.99,93504.01,93527.67,2.10449
2025-01-01 02:18:00,93527.67,93549.93,93520.01,93544.02,0.71134
2025-01-01 02:19:00,93560.25,93600.0,93555.82,93586.45,19.07205
2025-01-01 02:20:00,93586.44,93601.31,93552.0,93552.01,0.74328
2025-01-01 02:21:00,93552.0,93552.01,93528.01,93529.35,0.31151
2025-01-01 02:22:00,93532.0,93551.99,93524.0,93551.99,0.70036
2025-01-01 02:23:00,93539.67,93569.03,93536.01,93564.0,1.76508
2025-01-01 02:24:00,93564.01,93576.42,93535.4,93535.4,0.93391
2025-01-01 02:25:00,93535.41,93535.41,93531.97,93533.32,0.17519
2025-01-01 02:26:00,93540.0,93540.0,93530.47,93530.64,0.27978
2025-01-01 02:27:00,93530.65,93530.65,93530.46,93530.64,0.1482
2025-01-01 02:28:00,93530.63,93547.98,93515.87,93536.57,1.51325
2025-01-01 02:29:00,93549.99,93565.0,93549.99,93565.0,0.48676
2025-01-01 02:30:00,93563.39,93627.62,93556.6,93625.09,0.91555
2025-01-01 02:31:00,93620.0,93620.0,93572.01,93600.0,1.92311
2025-01-01 02:32:00,93600.0,93620.02,93600.0,93602.62,4.27067
2025-01-01 02:33:00,93615.33,93615.33,93580.02,93582.46,0.29544
2025-01-01 02:34:00,93582.46,93604.42,93582.46,93604.42,1.07508
2025-01-01 02:35:00,93604.42,93627.62,93591.94,93627.62,1.08971
2025-01-01 02:36:00,93625.11,93629.27,93625.1,93629.27,0.17124
2025-01-01 02:37:00,93625.11,93642.85,93625.11,93642.85,0.18635
2025-01-01 02:38:00,93653.85,93705.02,93653.85,93700.01,0.99615
2025-01-01 02:39:00,93704.0,93704.48,93668.18,93704.0,1.34766
2025-01-01 02:40:00,93703.99,93720.0,93668.27,93709.29,1.50167
2025-01-01 02:41:00,93717.29,93717.29,93709.58,93714.9,0.08577
2025-01-01 02:42:00,93714.91,93714.91,93710.85,93710.85,0.00436
2025-01-01 02:43:00,93710.85,93736.39,93708.01,93709.34,0.67526
2025-01-01 02:44:00,93717.35,93738.03,93708.45,93738.03,1.00487
2025-01-01 02:45:00,93747.62,93767.49,93716.01,93716.02,0.54774
2025-01-01 02:46:00,93717.44,93763.99,93717.44,93738.42,0.58187
2025-01-01 02:47:00,93738.42,93744.6,93738.42,93744.6,0.31145
2025-01-01 02:48:00,93745.32,93767.35,93745.32,93764.01,0.57401
2025-01-01 02:49:00,93748.35,93748.35,93738.5,93738.5,0.98078
2025-01-01 02:50:00,93732.26,93762.59,93732.26,93762.59,1.07609
2025-01-01 02:51:00,93760.01,93790.32,93760.01,93790.32,1.81769
2025-01-01 02:52:00,93791.6,93894.0,93791.6,93866.76,2.52496
2025-01-01 02:53:00,93867.99,93867.99,93841.57,93847.03,0.26293
2025-01-01 02:54:00,93850.94,93850.94,93816.65,93816.65,0.78351
2025-01-01 02:55:00,93820.01,93885.13,93820.01,93875.99,2.33247
2025-01-01 02:56:00,93871.59,93871.6,93840.73,93848.04,0.72384
2025-01-01 02:57:00,93864.77,93864.77,93828.57,93828.58,0.54497
2025-01-01 02:58:00,93838.89,93860.01,93838.89,93860.01,0.18803
2025-01-01 02:59:00,93858.48,93886.53,93858.48,93886.53,0.11893
2025-01-01 03:00:00,93884.52,93884.52,93831.19,93831.19,1.70018
2025-01-01 03:01:00,93830.2,93830.2,93762.36,93762.37,0.10584
2025-01-01 03:02:00,93762.37,93788.0,93750.99,93750.99,2.39157
2025-01-01 03:03:00,93751.0,93772.42,93751.0,93772.41,0.68103
2025-01-01 03:04:00,93772.42,93778.98,93772.42,93772.42,0.07163
2025-01-01 03:05:00,93772.42,93785.55,93760.01,93785.55,0.5124
2025-01-01 03:06:00,93782.42,93782.42,93757.36,93759.33,0.5607
2025-01-01 03:07:00,93759.34,93848.0,93750.87,93790.16,2.92909
2025-01-01 03:08:00,93796.0,93796.0,93771.64,93771.65,0.03572
2025-01-01 03:09:00,93771.64,93779.57,93760.26,93779.56,0.48113
2025-01-01 03:10:00,93773.9,93773.9,93760.95,93760.95,0.14408
2025-01-01 03:11:00,93760.27,93786.04,93760.27,93772.0,0.27206
2025-01-01 03:12:00,93772.01,93772.01,93768.0,93768.0,0.32107
2025-01-01 03:13:00,93764.03,93764.03,93764.03,93764.03,0.01296
2025-01-01 03:14:00,93764.03,93775.75,93764.03,93765.36,0.17681
2025-01-01 03:15:00,93765.36,93765.36,93731.17,93732.01,0.55332
2025-01-01 03:16:00,93731.17,93750.03,93700.01,93700.01,1.50453
2025-01-01 03:17:00,93700.0,93700.0,93629.33,93654.35,1.98809
2025-01-01 03:18:00,93664.68,93664.68,93647.99,93663.11,0.50959
2025-01-01 03:19:00,93667.99,93668.0,93647.99,93647.99,0.22878
2025-01-01 03:20:00,93648.0,93648.0,93594.56,93603.99,0.76113
2025-01-01 03:21:00,93603.99,93636.12,93571.7,93636.12,0.58357
2025-01-01 03:22:00,93636.11,93662.27,93636.01,93644.14,0.43251
2025-01-01 03:23:00,93636.0,93654.18,93629.98,93640.0,1.11246
2025-01-01 03:24:00,93635.28,93635.52,93630.2,93635.51,0.01696
2025-01-01 03:25:00,93635.51,93655.99,93635.51,93647.82,0.5495
2025-01-01 03:26:00,93643.79,93659.99,93643.79,93658.01,0.4645
2025-01-01 03:27:00,93644.0,93654.12,93631.99,93634.4,1.2622
2025-01-01 03:28:00,93634.4,93634.4,93634.39,93634.4,0.00606
2025-01-01 03:29:00,93634.4,93634.55,93634.39,93634.39,0.02416
2025-01-01 03:30:00,93634.39,93653.0,93634.39,93653.0,0.48021
2025-01-01 03:31:00,93657.75,93657.75,93649.1,93649.1,0.06816
2025-01-01 03:32:00,93640.44,93640.44,93632.41,93640.0,0.3471
2025-01-01 03:33:00,93636.1,93647.29,93629.88,93638.51,0.89087
2025-01-01 03:34:00,93644.0,93644.0,93629.08,93629.08,0.21618
2025-01-01 03:35:00,93627.8,93630.65,93624.01,93628.0,0.52497
2025-01-01 03:36:00,93628.01,93628.01,93606.5,93607.99,0.35412
2025-01-01 03:37:00,93607.99,93607.99,93603.29,93603.3,0.05509
2025-01-01 03:38:00,93603.3,93620.69,93603.3,93620.69,0.07855
2025-01-01 03:39:00,93620.68,93660.0,93620.68,93660.0,0.03229
2025-01-01 03:40:00,93660.0,93660.0,93643.99,93643.99,0.42002
2025-01-01 03:41:00,93644.71,93655.02,93633.9,93633.9,0.92756
2025-01-01 03:42:00,93633.9,93642.54,93633.9,93642.54,0.31013
2025-01-01 03:43:00,93642.54,93688.0,93642.54,93688.0,0.63469
2025-01-01 03:44:00,93691.99,93692.0,93653.84,93653.84,0.6558
2025-01-01 03:45:00,93653.84,93662.13,93626.78,93660.36,0.85176
2025-01-01 03:46:00,93660.36,93660.36,93660.35,93660.36,0.03431
2025-01-01 03:47:00,93660.36,93676.38,93562.35,93562.35,3.16517
2025-01-01 03:48:00,93563.55,93563.55,93536.09,93536.09,1.01513
2025-01-01 03:49:00,93539.99,93599.9,93536.1,93599.9,1.0434
2025-01-01 03:50:00,93596.0,93619.08,93595.99,93616.0,0.31132
2025-01-01 03:51:00,93616.0,93616.0,93596.01,93597.0,0.35296
2025-01-01 03:52:00,93598.14,93612.0,93598.13,93611.99,0.7338
2025-01-01 03:53:00,93611.99,93611.99,93607.71,93609.01,0.00703
2025-01-01 03:54:00,93609.0,93609.01,93605.18,93605.19,0.00462
2025-01-01 03:55:00,93605.17,93605.99,93600.49,93605.99,0.19023
2025-01-01 03:56:00,93600.01,93632.0,93600.01,93631.99,0.25815
2025-01-01 03:57:00,93631.28,93644.0,93631.28,93643.99,0.24228
2025-01-01 03:58:00,93644.0,93644.0,93635.65,93635.65,0.01821
2025-01-01 03:59:00,93635.64,93636.0,93635.64,93635.99,0.07269
2025-01-01 04:00:00,93633.99,93633.99,93587.28,93587.29,0.83243
2025-01-01 04:01:00,93587.29,93587.29,93553.77,93555.11,0.62666
2025-01-01 04:02:00,93555.11,93560.61,93535.09,93555.99,1.42687
2025-01-01 04:03:00,93551.42,93551.43,93551.42,93551.42,0.06525
2025-01-01 04:04:00,93551.43,93604.46,93551.43,93600.0,1.83474
2025-01-01 04:05:00,93600.0,93600.01,93600.0,93600.01,0.19006
2025-01-01 04:06:00,93599.99,93599.99,93576.79,93576.8,0.21039
2025-01-01 04:07:00,93576.8,93576.8,93564.91,93564.91,0.20596
2025-01-01 04:08:00,93567.99,93571.22,93549.99,93563.1,0.11907
2025-01-01 04:09:00,93557.6,93557.6,93528.13,93528.13,0.92208
2025-01-01 04:10:00,93532.0,93532.0,93495.06,93515.22,1.22321
2025-01-01 04:11:00,93515.21,93515.21,93495.07,93509.64,0.46932
2025-01-01 04:12:00,93503.88,93503.88,93486.51,93488.69,0.63293
2025-01-01 04:13:00,93488.7,93522.71,93488.69,93518.74,0.33378
2025-01-01 04:14:00,93515.61,93515.62,93509.83,93509.83,0.09869
2025-01-01 04:15:00,93511.99,93511.99,93503.47,93503.48,0.09304
2025-01-01 04:16:00,93503.48,93532.0,93503.48,93528.12,0.06911
2025-01-01 04:17:00,93526.11,93526.11,93487.82,93487.82,0.30647
2025-01-01 04:18:00,93484.09,93510.79,93478.69,93509.63,0.75891
2025-01-01 04:19:00,93509.64,93515.88,93504.0,93508.01,0.50052
2025-01-01 04:20:00,93515.88,93580.0,93515.88,93564.11,0.38843
2025-01-01 04:21:00,93559.56,93559.56,93524.15,93525.46,0.76854
2025-01-01 04:22:00,93525.46,93544.02,93525.46,93542.33,0.00817
2025-01-01 04:23:00,93546.88,93546.88,93496.06,93498.96,2.02935
2025-01-01 04:24:00,93498.95,93509.42,93495.27,93504.0,0.83207
2025-01-01 04:25:00,93502.72,93502.72,93502.72,93502.72,0.10293
2025-01-01 04:26:00,93502.72,93510.42,93502.72,93508.98,0.15085
2025-01-01 04:27:00,93508.01,93541.78,93508.01,93541.78,0.18595
2025-01-01 04:28:00,93551.48,93556.0,93548.0,93552.6,0.37713
2025-01-01 04:29:00,93552.6,93552.6,93540.01,93541.24,0.71483
2025-01-01 04:30:00,93548.52,93548.52,93520.35,93538.11,0.91048
2025-01-01 04:31:00,93532.01,93539.24,93532.0,93539.23,0.0229
2025-01-01 04:32:00,93531.26,93531.26,93531.26,93531.26,0.02794
2025-01-01 04:33:00,93531.25,93531.26,93506.7,93506.7,0.37456
2025-01-01 04:34:00,93502.72,93503.99,93481.22,93484.01,0.71038
2025-01-01 04:35:00,93484.0,93484.0,93475.13,93482.55,0.19175
2025-01-01 04:36:00,93476.01,93483.45,93428.57,93434.31,1.64666
2025-01-01 04:37:00,93428.57,93450.12,93424.8,93448.36,1.3316
2025-01-01 04:38:00,93448.37,93448.37,93439.36,93442.44,0.16075
2025-01-01 04:39:00,93456.23,93456.23,93443.48,93443.48,0.28862
2025-01-01 04:40:00,93443.48,93452.61,93432.02,93448.0,0.78943
2025-01-01 04:41:00,93448.01,93448.01,93448.0,93448.01,0.05216
2025-01-01 04:42:00,93448.01,93460.93,93448.0,93460.93,0.18934
2025-01-01 04:43:00,93456.01,93456.01,93446.23,93446.4,0.4085
2025-01-01 04:44:00,93446.4,93446.4,93446.39,93446.4,0.04816
2025-01-01 04:45:00,93446.4,93465.89,93446.4,93460.03,0.57497
2025-01-01 04:46:00,93460.25,93481.65,93454.66,93454.66,0.48532
2025-01-01 04:47:00,93454.66,93454.66,93413.8,93430.39,0.8471
2025-01-01 04:48:00,93436.0,93436.0,93418.68,93418.68,0.04759
2025-01-01 04:49:00,93420.13,93451.99,93420.13,93436.68,0.97236
2025-01-01 04:50:00,93436.68,93436.68,93428.0,93432.9,0.1816
2025-01-01 04:51:00,93439.4,93460.0,93439.4,93460.0,0.26786
2025-01-01 04:52:00,93460.0,93475.99,93460.0,93474.96,0.36577
2025-01-01 04:53:00,93474.96,93474.96,93451.71,93451.71,0.39652
2025-01-01 04:54:00,93451.71,93451.71,93446.12,93446.12,0.06431
2025-01-01 04:55:00,93446.13,93453.07,93446.13,93453.07,0.22559
2025-01-01 04:56:00,93453.06,93472.0,93453.06,93472.0,0.22974
2025-01-01 04:57:00,93472.0,93472.0,93462.56,93462.57,0.78137
2025-01-01 04:58:00,93472.0,93472.0,93402.01,93402.01,0.71889
2025-01-01 04:59:00,93402.1,93402.1,93333.48,93362.62,2.45413
2025-01-01 05:00:00,93365.38,93365.39,93348.0,93365.39,0.4166
2025-01-01 05:01:00,93367.59,93387.71,93367.59,93385.84,0.42249
2025-01-01 05:02:00,93385.83,93392.0,93380.0,93380.01,0.06573
2025-01-01 05:03:00,93385.87,93392.0,93381.4,93384.0,0.4688
2025-01-01 05:04:00,93386.32,93390.32,93386.32,93386.84,0.0796
2025-01-01 05:05:00,93386.84,93400.62,93386.84,93400.61,0.03306
2025-01-01 05:06:00,93400.61,93416.0,93400.61,93415.99,0.28753
2025-01-01 05:07:00,93415.99,93417.11,93392.75,93397.1,0.68424
2025-01-01 05:08:00,93391.89,93397.86,93386.84,93386.84,0.23178
2025-01-01 05:09:00,93384.76,93389.56,93378.0,93378.0,0.17346
2025-01-01 05:10:00,93377.99,93381.89,93377.99,93381.88,0.03748
2025-01-01 05:11:00,93381.88,93400.0,93381.88,93400.0,0.70173
2025-01-01 05:12:00,93400.0,93443.99,93400.0,93436.01,0.05211
2025-01-01 05:13:00,93436.01,93464.0,93436.0,93463.99,0.38777
2025-01-01 05:14:00,93463.99,93477.18,93423.36,93423.37,1.20795
2025-01-01 05:15:00,93423.37,93423.37,93404.02,93404.02,0.23803
2025-01-01 05:16:00,93404.03,93436.01,93404.03,93436.01,1.11104
2025-01-01 05:17:00,93436.0,93453.68,93436.0,93451.04,0.37135
2025-01-01 05:18:00,93453.67,93453.67,93432.0,93448.0,1.42414
2025-01-01 05:19:00,93448.0,93459.49,93448.0,93459.49,0.01545
2025-01-01 05:20:00,93467.75,93536.0,93467.75,93535.99,2.22744
2025-01-01 05:21:00,93552.0,93557.86,93485.2,93485.2,1.87993
2025-01-01 05:22:00,93485.21,93498.78,93485.2,93487.79,0.54013
2025-01-01 05:23:00,93487.79,93517.25,93487.79,93504.17,0.4176
2025-01-01 05:24:00,93504.17,93534.52,93504.17,93517.6,0.66072
2025-01-01 05:25:00,93512.93,93517.21,93512.93,93517.21,0.07795
2025-01-01 05:26:00,93517.21,93574.71,93517.2,93574.71,0.76424
2025-01-01 05:27:00,93579.99,93618.67,93572.01,93618.67,0.64536
2025-01-01 05:28:00,93619.1,93663.17,93612.98,93663.17,1.05737
2025-01-01 05:29:00,93666.63,93705.44,93660.01,93660.01,1.2254
2025-01-01 05:30:00,93672.0,93708.57,93659.51,93677.89,0.79994
2025-01-01 05:31:00,93670.8,93677.31,93662.2,93662.21,0.36678
2025-01-01 05:32:00,93661.21,93661.21,93644.0,93646.22,0.25509
2025-01-01 05:33:00,93646.22,93647.98,93646.22,93647.98,0.10227
2025-01-01 05:34:00,93647.63,93647.63,93619.99,93619.99,0.13347
2025-01-01 05:35:00,93616.03,93647.99,93613.25,93627.16,1.19227
2025-01-01 05:36:00,93629.8,93656.0,93629.8,93640.01,0.1688
2025-01-01 05:37:00,93648.0,93659.84,93646.72,93656.16,0.96964
2025-01-01 05:38:00,93656.16,93656.17,93642.42,93644.93,0.74028
2025-01-01 05:39:00,93644.93,93644.93,93606.44,93606.44,0.64082
2025-01-01 05:40:00,93606.44,93606.44,93584.0,93590.01,0.54206
2025-01-01 05:41:00,93590.01,93596.0,93590.0,93595.99,0.43466
2025-01-01 05:42:00,93595.99,93641.39,93595.99,93635.98,0.53276
2025-01-01 05:43:00,93635.99,93676.0,93635.99,93670.78,1.16542
2025-01-01 05:44:00,93666.67,93666.67,93644.0,93645.31,0.36191
2025-01-01 05:45:00,93644.01,93656.0,93638.72,93655.99,0.40095
2025-01-01 05:46:00,93655.99,93656.0,93620.22,93620.23,0.38028
2025-01-01 05:47:00,93622.09,93628.0,93622.09,93627.99,0.0676
2025-01-01 05:48:00,93628.0,93629.79,93624.13,93624.13,0.07807
2025-01-01 05:49:00,93624.13,93634.38,93620.38,93634.37,0.16695
2025-01-01 05:50:00,93634.37,93634.37,93608.62,93608.62,0.3705
2025-01-01 05:51:00,93599.75,93599.75,93597.04,93597.04,0.25672
2025-01-01 05:52:00,93597.04,93597.04,93597.03,93597.03,0.0871
2025-01-01 05:53:00,93597.03,93598.32,93597.03,93598.31,0.20889
2025-01-01 05:54:00,93598.32,93616.93,93590.35,93590.35,0.92099
2025-01-01 05:55:00,93590.35,93590.35,93580.12,93580.13,0.07955
2025-01-01 05:56:00,93580.13,93580.13,93578.36,93578.37,0.07438
2025-01-01 05:57:00,93582.36,93582.36,93578.35,93580.01,0.0107
2025-01-01 05:58:00,93580.01,93580.01,93567.51,93576.0,0.46584
2025-01-01 05:59:00,93576.0,93576.0,93575.99,93575.99,0.03359
2025-01-01 06:00:00,93580.2,93580.21,93524.16,93548.0,0.81687
2025-01-01 06:01:00,93547.99,93556.0,93547.99,93555.99,0.33166
2025-01-01 06:02:00,93548.13,93572.0,93533.48,93533.48,0.69644
2025-01-01 06:03:00,93533.47,93539.49,93533.47,93535.52,0.03799
2025-01-01 06:04:00,93535.53,93535.53,93517.88,93517.89,0.07653
2025-01-01 06:05:00,93517.88,93517.89,93512.01,93512.01,0.01836
2025-01-01 06:06:00,93512.02,93512.02,93505.59,93505.6,0.21553
