symbol,timestamp,open,high,low,close,volume
BTCUSDC,2025-01-01T00:46:00Z,93672.86,93704.01,93668.01,93704.01,0.68957
BTCUSDC,2025-01-01T00:47:00Z,93704.0,93771.74,93704.0,93765.9,0.79587
BTCUSDC,2025-01-01T00:48:00Z,93763.91,93778.78,93763.91,93778.77,0.09715
BTCUSDC,2025-01-01T00:49:00Z,93780.0,93787.64,93780.0,93784.43,0.07596
BTCUSDC,2025-01-01T00:50:00Z,93780.84,93893.61,93762.74,93888.88,3.12629
BTCUSDC,2025-01-01T00:51:00Z,93890.23,93950.53,93880.57,93950.53,5.92674
BTCUSDC,2025-01-01T00:52:00Z,93952.44,93969.7,93940.66,93958.46,1.49098
BTCUSDC,2025-01-01T00:53:00Z,93958.45,93999.66,93934.45,93999.66,0.55633
BTCUSDC,2025-01-01T00:54:00Z,93999.65,94098.71,93996.57,94052.88,2.52418
BTCUSDC,2025-01-01T00:55:00Z,94052.88,94052.88,94002.3,94002.31,1.45182
BTCUSDC,2025-01-01T00:56:00Z,94002.3,94020.0,94002.3,94020.0,0.09912
BTCUSDC,2025-01-01T00:57:00Z,94020.0,94140.0,94020.0,94140.0,5.45222
BTCUSDC,2025-01-01T00:58:00Z,94140.0,94292.0,94110.93,94280.88,5.48974
BTCUSDC,2025-01-01T00:59:00Z,94287.99,94292.02,94176.01,94210.47,1.73098
BTCUSDC,2025-01-01T01:00:00Z,94208.01,94212.02,94061.81,94088.0,3.12737
BTCUSDC,2025-01-01T01:01:00Z,94074.62,94074.62,94020.62,94024.01,0.72711
BTCUSDC,2025-01-01T01:02:00Z,94027.56,94031.28,93999.66,93999.66,0.42868
BTCUSDC,2025-01-01T01:03:00Z,93994.56,94008.0,93940.2,93948.0,1.11846
BTCUSDC,2025-01-01T01:04:00Z,93940.0,93940.0,93909.85,93935.99,0.27317
BTCUSDC,2025-01-01T01:05:00Z,93907.16,93907.16,93729.03,93741.23,8.67543
BTCUSDC,2025-01-01T01:06:00Z,93744.0,93776.0,93737.2,93755.99,1.59322
BTCUSDC,2025-01-01T01:07:00Z,93755.99,93799.99,93744.01,93794.86,1.22014
BTCUSDC,2025-01-01T01:08:00Z,93794.87,93804.03,93780.01,93804.03,0.61031
BTCUSDC,2025-01-01T01:09:00Z,93771.99,93883.04,93771.99,93879.11,1.88462
BTCUSDC,2025-01-01T01:10:00Z,93887.51,93931.99,93887.51,93894.35,1.99314
BTCUSDC,2025-01-01T01:11:00Z,93895.55,93926.24,93892.97,93914.59,1.57535
BTCUSDC,2025-01-01T01:12:00Z,93916.25,93994.55,93916.25,93968.01,3.05501
BTCUSDC,2025-01-01T01:13:00Z,93968.01,93981.29,93956.63,93956.64,1.23716
BTCUSDC,2025-01-01T01:14:00Z,93956.63,93976.0,93956.63,93961.94,0.93588
BTCUSDC,2025-01-01T01:15:00Z,93960.33,93960.33,93887.52,93887.52,2.26984
BTCUSDC,2025-01-01T01:16:00Z,93876.62,93876.62,93815.66,93832.0,0.98343
BTCUSDC,2025-01-01T01:17:00Z,93830.7,93830.7,93792.01,93801.88,11.51494
BTCUSDC,2025-01-01T01:18:00Z,93800.01,93801.37,93800.01,93801.36,0.11183
BTCUSDC,2025-01-01T01:19:00Z,93801.36,93831.46,93784.01,93808.99,2.13121
BTCUSDC,2025-01-01T01:20:00Z,93788.9,93809.0,93788.9,93802.67,1.11586
BTCUSDC,2025-01-01T01:21:00Z,93802.67,93809.0,93796.0,93800.0,0.59869
BTCUSDC,2025-01-01T01:22:00Z,93800.01,93800.01,93796.0,93796.01,0.02796
BTCUSDC,2025-01-01T01:23:00Z,93796.01,93796.01,93692.81,93692.82,1.08338
BTCUSDC,2025-01-01T01:24:00Z,93692.81,93734.86,93676.47,93724.01,1.65035
BTCUSDC,2025-01-01T01:25:00Z,93724.0,93757.86,93716.01,93716.02,1.46451
BTCUSDC,2025-01-01T01:26:00Z,93704.73,93704.73,93696.09,93696.09,0.1059
BTCUSDC,2025-01-01T01:27:00Z,93696.09,93704.41,93676.47,93704.41,1.12149
BTCUSDC,2025-01-01T01:28:00Z,93696.0,93696.0,93673.03,93673.03,0.41702
BTCUSDC,2025-01-01T01:29:00Z,93672.64,93672.64,93652.17,93652.17,0.34266
BTCUSDC,2025-01-01T01:30:00Z,93652.18,93711.99,93652.18,93708.98,2.37294
BTCUSDC,2025-01-01T01:31:00Z,93714.48,93800.43,93712.0,93740.38,2.11538
BTCUSDC,2025-01-01T01:32:00Z,93732.05,93755.99,93732.05,93744.64,1.10404
BTCUSDC,2025-01-01T01:33:00Z,93750.17,93763.11,93736.0,93738.25,0.43075
BTCUSDC,2025-01-01T01:34:00Z,93734.86,93795.38,93734.86,93780.01,0.70327
BTCUSDC,2025-01-01T01:35:00Z,93773.3,93782.49,93708.0,93708.01,8.90942
BTCUSDC,2025-01-01T01:36:00Z,93708.01,93755.79,93708.01,93755.79,0.80605
BTCUSDC,2025-01-01T01:37:00Z,93755.79,93758.0,93744.0,93750.0,0.76411
BTCUSDC,2025-01-01T01:38:00Z,93750.0,93750.01,93740.0,93740.01,0.28411
BTCUSDC,2025-01-01T01:39:00Z,93740.01,93741.32,93724.02,93724.02,0.26275
BTCUSDC,2025-01-01T01:40:00Z,93724.01,93748.0,93720.0,93747.99,0.5341
BTCUSDC,2025-01-01T01:41:00Z,93745.58,93770.9,93744.01,93756.54,0.53343
BTCUSDC,2025-01-01T01:42:00Z,93756.55,93756.55,93752.18,93752.18,0.13172
BTCUSDC,2025-01-01T01:43:00Z,93745.9,93772.0,93745.9,93761.67,0.40219
BTCUSDC,2025-01-01T01:44:00Z,93761.67,93761.67,93724.55,93724.56,0.21958
BTCUSDC,2025-01-01T01:45:00Z,93724.56,93730.69,93724.56,93730.69,0.3684
BTCUSDC,2025-01-01T01:46:00Z,93733.61,93752.95,93728.02,93740.86,0.43419
BTCUSDC,2025-01-01T01:47:00Z,93743.87,93743.87,93660.0,93660.01,1.02625
BTCUSDC,2025-01-01T01:48:00Z,93665.68,93670.9,93628.74,93636.01,1.63511
BTCUSDC,2025-01-01T01:49:00Z,93640.11,93673.32,93640.11,93673.32,0.29462
BTCUSDC,2025-01-01T01:50:00Z,93673.32,93673.32,93553.78,93553.78,1.68947
BTCUSDC,2025-01-01T01:51:00Z,93553.77,93559.27,93500.0,93524.98,2.70555
BTCUSDC,2025-01-01T01:52:00Z,93524.98,93528.0,93400.28,93440.0,3.10441
BTCUSDC,2025-01-01T01:53:00Z,93447.99,93496.0,93447.98,93495.99,0.26321
BTCUSDC,2025-01-01T01:54:00Z,93495.99,93495.99,93428.01,93431.99,0.39669
BTCUSDC,2025-01-01T01:55:00Z,93436.0,93450.61,93431.56,93431.85,0.61894
BTCUSDC,2025-01-01T01:56:00Z,93429.96,93429.96,93400.0,93406.78,0.71056
BTCUSDC,2025-01-01T01:57:00Z,93406.78,93436.0,93406.37,93435.99,0.16239
BTCUSDC,2025-01-01T01:58:00Z,93435.99,93439.99,93428.5,93428.5,0.36318
BTCUSDC,2025-01-01T01:59:00Z,93428.5,93428.5,93420.01,93425.49,0.14989
BTCUSDC,2025-01-01T02:00:00Z,93425.48,93468.0,93400.01,93468.0,0.48678
BTCUSDC,2025-01-01T02:01:00Z,93492.01,93500.01,93468.16,93500.0,0.349
BTCUSDC,2025-01-01T02:02:00Z,93500.0,93519.84,93480.01,93495.37,0.35385
BTCUSDC,2025-01-01T02:03:00Z,93490.19,93593.4,93490.19,93570.37,0.86111
BTCUSDC,2025-01-01T02:04:00Z,93591.76,93591.76,93560.01,93561.91,0.1104
BTCUSDC,2025-01-01T02:05:00Z,93561.91,93595.99,93560.34,93560.34,0.10276
BTCUSDC,2025-01-01T02:06:00Z,93567.1,93583.99,93564.02,93564.1,0.484
BTCUSDC,2025-01-01T02:07:00Z,93564.02,93564.02,93516.49,93516.49,0.75517
BTCUSDC,2025-01-01T02:08:00Z,93516.49,93567.99,93478.06,93486.28,2.38255
BTCUSDC,2025-01-01T02:09:00Z,93488.01,93497.9,93484.04,93493.34,0.51183
BTCUSDC,2025-01-01T02:10:00Z,93492.0,93572.68,93481.28,93572.68,30.42516
BTCUSDC,2025-01-01T02:11:00Z,93572.69,93627.62,93572.68,93583.5,0.86509
BTCUSDC,2025-01-01T02:12:00Z,93583.51,93588.0,93572.0,93572.01,0.50468
BTCUSDC,2025-01-01T02:13:00Z,93572.01,93615.99,93572.01,93584.0,2.37132
BTCUSDC,2025-01-01T02:14:00Z,93584.01,93616.0,93584.01,93616.0,0.81407
BTCUSDC,2025-01-01T02:15:00Z,93619.99,93624.01,93565.05,93578.33,2.2266
BTCUSDC,2025-01-01T02:16:00Z,93563.27,93577.65,93563.27,93577.65,0.32948
BTCUSDC,2025-01-01T02:17:00Z,93580.28,93599.99,93504.01,93527.67,2.10449
BTCUSDC,2025-01-01T02:18:00Z,93527.67,93549.93,93520.01,93544.02,0.71134
BTCUSDC,2025-01-01T02:19:00Z,93560.25,93600.0,93555.82,93586.45,19.07205
BTCUSDC,2025-01-01T02:20:00Z,93586.44,93601.31,93552.0,93552.01,0.74328
BTCUSDC,2025-01-01T02:21:00Z,93552.0,93552.01,93528.01,93529.35,0.31151
BTCUSDC,2025-01-01T02:22:00Z,93532.0,93551.99,93524.0,93551.99,0.70036
BTCUSDC,2025-01-01T02:23:00Z,93539.67,93569.03,93536.01,93564.0,1.76508
BTCUSDC,2025-01-01T02:24:00Z,93564.01,93576.42,93535.4,93535.4,0.93391
BTCUSDC,2025-01-01T02:25:00Z,93535.41,93535.41,93531.97,93533.32,0.17519
BTCUSDC,2025-01-01T02:26:00Z,93540.0,93540.0,93530.47,93530.64,0.27978
BTCUSDC,2025-01-01T02:27:00Z,93530.65,93530.65,93530.46,93530.64,0.1482
BTCUSDC,2025-01-01T02:28:00Z,93530.63,93547.98,93515.87,93536.57,1.51325
BTCUSDC,2025-01-01T02:29:00Z,93549.99,93565.0,93549.99,93565.0,0.48676
BTCUSDC,2025-01-01T02:30:00Z,93563.39,93627.62,93556.6,93625.09,0.91555
BTCUSDC,2025-01-01T02:31:00Z,93620.0,93620.0,93572.01,93600.0,1.92311
BTCUSDC,2025-01-01T02:32:00Z,93600.0,93620.02,93600.0,93602.62,4.27067
BTCUSDC,2025-01-01T02:33:00Z,93615.33,93615.33,93580.02,93582.46,0.29544
BTCUSDC,2025-01-01T02:34:00Z,93582.46,93604.42,93582.46,93604.42,1.07508
BTCUSDC,2025-01-01T02:35:00Z,93604.42,93627.62,93591.94,93627.62,1.08971
BTCUSDC,2025-01-01T02:36:00Z,93625.11,93629.27,93625.1,93629.27,0.17124
BTCUSDC,2025-01-01T02:37:00Z,93625.11,93642.85,93625.11,93642.85,0.18635
BTCUSDC,2025-01-01T02:38:00Z,93653.85,93705.02,93653.85,93700.01,0.99615
BTCUSDC,2025-01-01T02:39:00Z,93704.0,93704.48,93668.18,93704.0,1.34766
BTCUSDC,2025-01-01T02:40:00Z,93703.99,93720.0,93668.27,93709.29,1.50167
BTCUSDC,2025-01-01T02:41:00Z,93717.29,93717.29,93709.58,93714.9,0.08577
BTCUSDC,2025-01-01T02:42:00Z,93714.91,93714.91,93710.85,93710.85,0.00436
BTCUSDC,2025-01-01T02:43:00Z,93710.85,93736.39,93708.01,93709.34,0.67526
BTCUSDC,2025-01-01T02:44:00Z,93717.35,93738.03,93708.45,93738.03,1.00487
BTCUSDC,2025-01-01T02:45:00Z,93747.62,93767.49,93716.01,93716.02,0.54774
BTCUSDC,2025-01-01T02:46:00Z,93717.44,93763.99,93717.44,93738.42,0.58187
BTCUSDC,2025-01-01T02:47:00Z,93738.42,93744.6,93738.42,93744.6,0.31145
BTCUSDC,2025-01-01T02:48:00Z,93745.32,93767.35,93745.32,93764.01,0.57401
BTCUSDC,2025-01-01T02:49:00Z,93748.35,93748.35,93738.5,93738.5,0.98078
BTCUSDC,2025-01-01T02:50:00Z,93732.26,93762.59,93732.26,93762.59,1.07609
BTCUSDC,2025-01-01T02:51:00Z,93760.01,93790.32,93760.01,93790.32,1.81769
BTCUSDC,2025-01-01T02:52:00Z,93791.6,93894.0,93791.6,93866.76,2.52496
BTCUSDC,2025-01-01T02:53:00Z,93867.99,93867.99,93841.57,93847.03,0.26293
BTCUSDC,2025-01-01T02:54:00Z,93850.94,93850.94,93816.65,93816.65,0.78351
BTCUSDC,2025-01-01T02:55:00Z,93820.01,93885.13,93820.01,93875.99,2.33247
BTCUSDC,2025-01-01T02:56:00Z,93871.59,93871.6,93840.73,93848.04,0.72384
BTCUSDC,2025-01-01T02:57:00Z,93864.77,93864.77,93828.57,93828.58,0.54497
BTCUSDC,2025-01-01T02:58:00Z,93838.89,93860.01,93838.89,93860.01,0.18803
BTCUSDC,2025-01-01T02:59:00Z,93858.48,93886.53,93858.48,93886.53,0.11893
BTCUSDC,2025-01-01T03:00:00Z,93884.52,93884.52,93831.19,93831.19,1.70018
BTCUSDC,2025-01-01T03:01:00Z,93830.2,93830.2,93762.36,93762.37,0.10584
BTCUSDC,2025-01-01T03:02:00Z,93762.37,93788.0,93750.99,93750.99,2.39157
BTCUSDC,2025-01-01T03:03:00Z,93751.0,93772.42,93751.0,93772.41,0.68103
BTCUSDC,2025-01-01T03:04:00Z,93772.42,93778.98,93772.42,93772.42,0.07163
BTCUSDC,2025-01-01T03:05:00Z,93772.42,93785.55,93760.01,93785.55,0.5124
BTCUSDC,2025-01-01T03:06:00Z,93782.42,93782.42,93757.36,93759.33,0.5607
BTCUSDC,2025-01-01T03:07:00Z,93759.34,93848.0,93750.87,93790.16,2.92909
BTCUSDC,2025-01-01T03:08:00Z,93796.0,93796.0,93771.64,93771.65,0.03572
BTCUSDC,2025-01-01T03:09:00Z,93771.64,93779.57,93760.26,93779.56,0.48113
BTCUSDC,2025-01-01T03:10:00Z,93773.9,93773.9,93760.95,93760.95,0.14408
BTCUSDC,2025-01-01T03:11:00Z,93760.27,93786.04,93760.27,93772.0,0.27206
BTCUSDC,2025-01-01T03:12:00Z,93772.01,93772.01,93768.0,93768.0,0.32107
BTCUSDC,2025-01-01T03:13:00Z,93764.03,93764.03,93764.03,93764.03,0.01296
BTCUSDC,2025-01-01T03:14:00Z,93764.03,93775.75,93764.03,93765.36,0.17681
BTCUSDC,2025-01-01T03:15:00Z,93765.36,93765.36,93731.17,93732.01,0.55332
BTCUSDC,2025-01-01T03:16:00Z,93731.17,93750.03,93700.01,93700.01,1.50453
BTCUSDC,2025-01-01T03:17:00Z,93700.0,93700.0,93629.33,93654.35,1.98809
BTCUSDC,2025-01-01T03:18:00Z,93664.68,93664.68,93647.99,93663.11,0.50959
BTCUSDC,2025-01-01T03:19:00Z,93667.99,93668.0,93647.99,93647.99,0.22878
BTCUSDC,2025-01-01T03:20:00Z,93648.0,93648.0,93594.56,93603.99,0.76113
BTCUSDC,2025-01-01T03:21:00Z,93603.99,93636.12,93571.7,93636.12,0.58357
BTCUSDC,2025-01-01T03:22:00Z,93636.11,93662.27,93636.01,93644.14,0.43251
BTCUSDC,2025-01-01T03:23:00Z,93636.0,93654.18,93629.98,93640.0,1.11246
BTCUSDC,2025-01-01T03:24:00Z,93635.28,93635.52,93630.2,93635.51,0.01696
BTCUSDC,2025-01-01T03:25:00Z,93635.51,93655.99,93635.51,93647.82,0.5495
BTCUSDC,2025-01-01T03:26:00Z,93643.79,93659.99,93643.79,93658.01,0.4645
BTCUSDC,2025-01-01T03:27:00Z,93644.0,93654.12,93631.99,93634.4,1.2622
BTCUSDC,2025-01-01T03:28:00Z,93634.4,93634.4,93634.39,93634.4,0.00606
BTCUSDC,2025-01-01T03:29:00Z,93634.4,93634.55,93634.39,93634.39,0.02416
BTCUSDC,2025-01-01T03:30:00Z,93634.39,93653.0,93634.39,93653.0,0.48021
BTCUSDC,2025-01-01T03:31:00Z,93657.75,93657.75,93649.1,93649.1,0.06816
BTCUSDC,2025-01-01T03:32:00Z,93640.44,93640.44,93632.41,93640.0,0.3471
BTCUSDC,2025-01-01T03:33:00Z,93636.1,93647.29,93629.88,93638.51,0.89087
BTCUSDC,2025-01-01T03:34:00Z,93644.0,93644.0,93629.08,93629.08,0.21618
BTCUSDC,2025-01-01T03:35:00Z,93627.8,93630.65,93624.01,93628.0,0.52497
BTCUSDC,2025-01-01T03:36:00Z,93628.01,93628.01,93606.5,93607.99,0.35412
BTCUSDC,2025-01-01T03:37:00Z,93607.99,93607.99,93603.29,93603.3,0.05509
BTCUSDC,2025-01-01T03:38:00Z,93603.3,93620.69,93603.3,93620.69,0.07855
BTCUSDC,2025-01-01T03:39:00Z,93620.68,93660.0,93620.68,93660.0,0.03229
BTCUSDC,2025-01-01T03:40:00Z,93660.0,93660.0,93643.99,93643.99,0.42002
BTCUSDC,2025-01-01T03:41:00Z,93644.71,93655.02,93633.9,93633.9,0.92756
BTCUSDC,2025-01-01T03:42:00Z,93633.9,93642.54,93633.9,93642.54,0.31013
BTCUSDC,2025-01-01T03:43:00Z,93642.54,93688.0,93642.54,93688.0,0.63469
BTCUSDC,2025-01-01T03:44:00Z,93691.99,93692.0,93653.84,93653.84,0.6558
BTCUSDC,2025-01-01T03:45:00Z,93653.84,93662.13,93626.78,93660.36,0.85176
BTCUSDC,2025-01-01T03:46:00Z,93660.36,93660.36,93660.35,93660.36,0.03431
BTCUSDC,2025-01-01T03:47:00Z,93660.36,93676.38,93562.35,93562.35,3.16517
BTCUSDC,2025-01-01T03:48:00Z,93563.55,93563.55,93536.09,93536.09,1.01513
BTCUSDC,2025-01-01T03:49:00Z,93539.99,93599.9,93536.1,93599.9,1.0434
BTCUSDC,2025-01-01T03:50:00Z,93596.0,93619.08,93595.99,93616.0,0.31132
BTCUSDC,2025-01-01T03:51:00Z,93616.0,93616.0,93596.01,93597.0,0.35296
BTCUSDC,2025-01-01T03:52:00Z,93598.14,93612.0,93598.13,93611.99,0.7338
BTCUSDC,2025-01-01T03:53:00Z,93611.99,93611.99,93607.71,93609.01,0.00703
BTCUSDC,2025-01-01T03:54:00Z,93609.0,93609.01,93605.18,93605.19,0.00462
BTCUSDC,2025-01-01T03:55:00Z,93605.17,93605.99,93600.49,93605.99,0.19023
BTCUSDC,2025-01-01T03:56:00Z,93600.01,93632.0,93600.01,93631.99,0.25815
BTCUSDC,2025-01-01T03:57:00Z,93631.28,93644.0,93631.28,93643.99,0.24228
BTCUSDC,2025-01-01T03:58:00Z,93644.0,93644.0,93635.65,93635.65,0.01821
BTCUSDC,2025-01-01T03:59:00Z,93635.64,93636.0,93635.64,93635.99,0.07269
BTCUSDC,2025-01-01T04:00:00Z,93633.99,93633.99,93587.28,93587.29,0.83243
BTCUSDC,2025-01-01T04:01:00Z,93587.29,93587.29,93553.77,93555.11,0.62666
BTCUSDC,2025-01-01T04:02:00Z,93555.11,93560.61,93535.09,93555.99,1.42687
BTCUSDC,2025-01-01T04:03:00Z,93551.42,93551.43,93551.42,93551.42,0.06525
BTCUSDC,2025-01-01T04:04:00Z,93551.43,93604.46,93551.43,93600.0,1.83474
BTCUSDC,2025-01-01T04:05:00Z,93600.0,93600.01,93600.0,93600.01,0.19006
BTCUSDC,2025-01-01T04:06:00Z,93599.99,93599.99,93576.79,93576.8,0.21039
BTCUSDC,2025-01-01T04:07:00Z,93576.8,93576.8,93564.91,93564.91,0.20596
BTCUSDC,2025-01-01T04:08:00Z,93567.99,93571.22,93549.99,93563.1,0.11907
BTCUSDC,2025-01-01T04:09:00Z,93557.6,93557.6,93528.13,93528.13,0.92208
BTCUSDC,2025-01-01T04:10:00Z,93532.0,93532.0,93495.06,93515.22,1.22321
BTCUSDC,2025-01-01T04:11:00Z,93515.21,93515.21,93495.07,93509.64,0.46932
BTCUSDC,2025-01-01T04:12:00Z,93503.88,93503.88,93486.51,93488.69,0.63293
BTCUSDC,2025-01-01T04:13:00Z,93488.7,93522.71,93488.69,93518.74,0.33378
BTCUSDC,2025-01-01T04:14:00Z,93515.61,93515.62,93509.83,93509.83,0.09869
BTCUSDC,2025-01-01T04:15:00Z,93511.99,93511.99,93503.47,93503.48,0.09304
BTCUSDC,2025-01-01T04:16:00Z,93503.48,93532.0,93503.48,93528.12,0.06911
BTCUSDC,2025-01-01T04:17:00Z,93526.11,93526.11,93487.82,93487.82,0.30647
BTCUSDC,2025-01-01T04:18:00Z,93484.09,93510.79,93478.69,93509.63,0.75891
BTCUSDC,2025-01-01T04:19:00Z,93509.64,93515.88,93504.0,93508.01,0.50052
BTCUSDC,2025-01-01T04:20:00Z,93515.88,93580.0,93515.88,93564.11,0.38843
BTCUSDC,2025-01-01T04:21:00Z,93559.56,93559.56,93524.15,93525.46,0.76854
BTCUSDC,2025-01-01T04:22:00Z,93525.46,93544.02,93525.46,93542.33,0.00817
BTCUSDC,2025-01-01T04:23:00Z,93546.88,93546.88,93496.06,93498.96,2.02935
BTCUSDC,2025-01-01T04:24:00Z,93498.95,93509.42,93495.27,93504.0,0.83207
BTCUSDC,2025-01-01T04:25:00Z,93502.72,93502.72,93502.72,93502.72,0.10293
BTCUSDC,2025-01-01T04:26:00Z,93502.72,93510.42,93502.72,93508.98,0.15085
BTCUSDC,2025-01-01T04:27:00Z,93508.01,93541.78,93508.01,93541.78,0.18595
BTCUSDC,2025-01-01T04:28:00Z,93551.48,93556.0,93548.0,93552.6,0.37713
BTCUSDC,2025-01-01T04:29:00Z,93552.6,93552.6,93540.01,93541.24,0.71483
BTCUSDC,2025-01-01T04:30:00Z,93548.52,93548.52,93520.35,93538.11,0.91048
BTCUSDC,2025-01-01T04:31:00Z,93532.01,93539.24,93532.0,93539.23,0.0229
BTCUSDC,2025-01-01T04:32:00Z,93531.26,93531.26,93531.26,93531.26,0.02794
BTCUSDC,2025-01-01T04:33:00Z,93531.25,93531.26,93506.7,93506.7,0.37456
BTCUSDC,2025-01-01T04:34:00Z,93502.72,93503.99,93481.22,93484.01,0.71038
BTCUSDC,2025-01-01T04:35:00Z,93484.0,93484.0,93475.13,93482.55,0.19175
BTCUSDC,2025-01-01T04:36:00Z,93476.01,93483.45,93428.57,93434.31,1.64666
BTCUSDC,2025-01-01T04:37:00Z,93428.57,93450.12,93424.8,93448.36,1.3316
BTCUSDC,2025-01-01T04:38:00Z,93448.37,93448.37,93439.36,93442.44,0.16075
BTCUSDC,2025-01-01T04:39:00Z,93456.23,93456.23,93443.48,93443.48,0.28862
BTCUSDC,2025-01-01T04:40:00Z,93443.48,93452.61,93432.02,93448.0,0.78943
BTCUSDC,2025-01-01T04:41:00Z,93448.01,93448.01,93448.0,93448.01,0.05216
BTCUSDC,2025-01-01T04:42:00Z,93448.01,93460.93,93448.0,93460.93,0.18934
BTCUSDC,2025-01-01T04:43:00Z,93456.01,93456.01,93446.23,93446.4,0.4085
BTCUSDC,2025-01-01T04:44:00Z,93446.4,93446.4,93446.39,93446.4,0.04816
BTCUSDC,2025-01-01T04:45:00Z,93446.4,93465.89,93446.4,93460.03,0.57497
BTCUSDC,2025-01-01T04:46:00Z,93460.25,93481.65,93454.66,93454.66,0.48532
BTCUSDC,2025-01-01T04:47:00Z,93454.66,93454.66,93413.8,93430.39,0.8471
BTCUSDC,2025-01-01T04:48:00Z,93436.0,93436.0,93418.68,93418.68,0.04759
BTCUSDC,2025-01-01T04:49:00Z,93420.13,93451.99,93420.13,93436.68,0.97236
